observation_date,DEXSFUS
2019-07-12,13.9850
2019-07-15,13.9125
2019-07-16,13.9350
2019-07-17,13.9500
2019-07-18,13.8775
2019-07-19,13.9100
2019-07-22,13.8650
2019-07-23,13.8800
2019-07-24,13.8575
2019-07-25,14.0775
2019-07-26,14.2675
2019-07-29,14.1975
2019-07-30,14.2025
2019-07-31,14.1525
2019-08-01,14.5175
2019-08-02,14.6825
2019-08-05,14.8625
2019-08-06,14.9125
2019-08-07,15.0675
2019-08-08,15.0250
2019-08-09,15.2525
2019-08-12,15.3000
2019-08-13,15.1225
2019-08-14,15.4025
2019-08-15,15.2400
2019-08-16,15.2150
2019-08-19,15.4150
2019-08-20,15.3650
2019-08-21,15.2025
2019-08-22,15.2050
2019-08-23,15.2500
2019-08-26,15.2525
2019-08-27,15.3275
2019-08-28,15.3425
2019-08-29,15.2875
2019-08-30,15.1925
2019-09-02,
2019-09-03,15.1275
2019-09-04,14.8025
2019-09-05,14.8475
2019-09-06,14.7525
2019-09-09,14.7600
2019-09-10,14.6625
2019-09-11,14.7400
2019-09-12,14.5925
2019-09-13,14.5300
2019-09-16,14.6225
2019-09-17,14.7500
2019-09-18,14.6275
2019-09-19,14.7175
2019-09-20,14.9275
2019-09-23,14.8650
2019-09-24,14.9150
2019-09-25,14.9975
2019-09-26,14.9925
2019-09-27,15.1375
2019-09-30,15.1575
2019-10-01,15.3525
2019-10-02,15.2075
2019-10-03,15.1375
2019-10-04,15.0500
2019-10-07,15.1400
2019-10-08,15.2675
2019-10-09,15.1800
2019-10-10,15.0175
2019-10-11,14.7725
2019-10-14,
2019-10-15,14.8620
2019-10-16,14.9110
2019-10-17,14.7920
2019-10-18,14.7770
2019-10-21,14.7750
2019-10-22,14.6070
2019-10-23,14.6370
2019-10-24,14.6530
2019-10-25,14.6000
2019-10-28,14.5520
2019-10-29,14.5930
2019-10-30,14.9760
2019-10-31,15.0640
2019-11-01,15.0350
2019-11-04,14.7510
2019-11-05,14.7790
2019-11-06,14.8410
2019-11-07,14.7420
2019-11-08,14.7980
2019-11-11,
2019-11-12,14.9250
2019-11-13,14.9110
2019-11-14,14.8280
2019-11-15,14.6950
2019-11-18,14.7820
2019-11-19,14.7550
2019-11-20,14.7720
2019-11-21,14.6990
2019-11-22,14.7250
2019-11-25,14.7740
2019-11-26,14.7920
2019-11-27,14.7360
2019-11-28,
2019-11-29,14.6360
2019-12-02,14.5640
2019-12-03,14.6530
2019-12-04,14.5980
2019-12-05,14.6710
2019-12-06,14.6330
2019-12-09,14.6700
2019-12-10,14.8290
2019-12-11,14.7180
2019-12-12,14.5330
2019-12-13,14.5150
2019-12-16,14.3960
2019-12-17,14.4060
2019-12-18,14.3020
2019-12-19,14.2150
2019-12-20,14.2320
2019-12-23,14.1870
2019-12-24,14.1430
2019-12-25,
2019-12-26,14.1320
2019-12-27,14.0250
2019-12-30,14.0560
2019-12-31,13.9730
2020-01-01,
2020-01-02,14.1220
2020-01-03,14.2430
2020-01-06,14.2060
2020-01-07,14.3010
2020-01-08,14.1560
2020-01-09,14.2000
2020-01-10,14.2550
2020-01-13,14.4220
2020-01-14,14.3970
2020-01-15,14.3670
2020-01-16,14.3770
2020-01-17,14.4670
2020-01-20,
2020-01-21,14.4680
2020-01-22,14.3380
2020-01-23,14.4180
2020-01-24,14.4250
2020-01-27,14.6080
2020-01-28,14.5660
2020-01-29,14.6250
2020-01-30,14.7879
2020-01-31,14.9360
2020-02-03,14.9100
2020-02-04,14.7470
2020-02-05,14.7980
2020-02-06,14.9010
2020-02-07,15.0620
2020-02-10,15.0190
2020-02-11,14.8510
2020-02-12,14.8180
2020-02-13,14.8870
2020-02-14,14.9000
2020-02-17,
2020-02-18,14.9750
2020-02-19,14.9800
2020-02-20,15.1180
2020-02-21,14.9660
2020-02-24,15.1280
2020-02-25,15.2000
2020-02-26,15.1760
2020-02-27,15.3920
2020-02-28,15.6360
2020-03-02,15.5370
2020-03-03,15.2930
2020-03-04,15.3480
2020-03-05,15.5780
2020-03-06,15.6350
2020-03-09,15.9330
2020-03-10,16.1030
2020-03-11,16.1516
2020-03-12,16.5310
2020-03-13,16.3240
2020-03-16,16.5330
2020-03-17,16.5850
2020-03-18,17.0960
2020-03-19,17.3721
2020-03-20,17.5000
2020-03-23,17.7550
2020-03-24,17.6550
2020-03-25,17.4000
2020-03-26,17.2768
2020-03-27,17.5550
2020-03-30,17.9450
2020-03-31,17.7682
2020-04-01,18.1450
2020-04-02,18.5312
2020-04-03,18.9850
2020-04-06,18.6740
2020-04-07,18.2220
2020-04-08,18.2108
2020-04-09,17.9030
2020-04-10,18.0158
2020-04-13,18.1400
2020-04-14,18.3570
2020-04-15,18.7320
2020-04-16,18.6680
2020-04-17,18.8500
2020-04-20,18.8060
2020-04-21,18.9650
2020-04-22,19.0070
2020-04-23,19.0400
2020-04-24,18.9720
2020-04-27,18.8510
2020-04-28,18.6580
2020-04-29,18.2510
2020-04-30,18.4480
2020-05-01,18.8500
2020-05-04,18.7040
2020-05-05,18.3880
2020-05-06,18.7700
2020-05-07,18.5210
2020-05-08,18.3600
2020-05-11,18.3890
2020-05-12,18.2780
2020-05-13,18.5210
2020-05-14,18.5640
2020-05-15,18.5400
2020-05-18,18.3830
2020-05-19,18.2650
2020-05-20,17.9599
2020-05-21,17.6530
2020-05-22,17.7010
2020-05-25,
2020-05-26,17.4040
2020-05-27,17.4180
2020-05-28,17.4130
2020-05-29,17.5960
2020-06-01,17.4000
2020-06-02,17.1950
2020-06-03,16.8900
2020-06-04,16.9310
2020-06-05,16.8360
2020-06-08,16.7900
2020-06-09,16.6810
2020-06-10,16.5560
2020-06-11,17.0834
2020-06-12,17.0110
2020-06-15,17.2650
2020-06-16,17.1525
2020-06-17,17.2200
2020-06-18,17.4850
2020-06-19,17.3375
2020-06-22,17.3350
2020-06-23,17.2275
2020-06-24,17.4050
2020-06-25,17.2375
2020-06-26,17.2625
2020-06-29,17.3000
2020-06-30,17.3525
2020-07-01,17.0800
2020-07-02,16.9675
2020-07-03,
2020-07-06,16.9750
2020-07-07,17.0775
2020-07-08,16.9750
2020-07-09,16.9125
2020-07-10,16.7475
2020-07-13,16.6900
2020-07-14,16.7500
2020-07-15,16.5850
2020-07-16,16.6400
2020-07-17,16.6575
2020-07-20,16.6700
2020-07-21,16.4600
2020-07-22,16.4550
2020-07-23,16.5475
2020-07-24,16.6925
2020-07-27,16.4175
2020-07-28,16.5425
2020-07-29,16.5000
2020-07-30,16.9125
2020-07-31,17.0050
2020-08-03,17.1925
2020-08-04,17.3775
2020-08-05,17.3175
2020-08-06,17.4575
2020-08-07,17.6325
2020-08-10,17.6850
2020-08-11,17.5350
2020-08-12,17.3975
2020-08-13,17.4175
2020-08-14,17.3475
2020-08-17,17.4600
2020-08-18,17.3525
2020-08-19,17.1800
2020-08-20,17.2750
2020-08-21,17.1275
2020-08-24,16.9300
2020-08-25,16.8625
2020-08-26,16.9675
2020-08-27,17.0025
2020-08-28,16.5900
2020-08-31,16.9150
2020-09-01,16.6300
2020-09-02,16.8325
2020-09-03,16.7775
2020-09-04,16.6025
2020-09-07,
2020-09-08,16.9525
2020-09-09,16.6400
2020-09-10,16.8700
2020-09-11,16.7400
2020-09-14,16.6775
2020-09-15,16.4200
2020-09-16,16.3050
2020-09-17,16.2450
2020-09-18,16.2225
2020-09-21,16.8625
2020-09-22,16.7525
2020-09-23,17.0000
2020-09-24,16.9600
2020-09-25,17.1875
2020-09-28,17.0950
2020-09-29,16.9475
2020-09-30,16.6925
2020-10-01,16.6500
2020-10-02,16.4725
2020-10-05,16.5825
2020-10-06,16.5750
2020-10-07,16.7075
2020-10-08,16.5875
2020-10-09,16.4075
2020-10-12,
2020-10-13,16.4900
2020-10-14,16.5125
2020-10-15,16.6775
2020-10-16,16.5375
2020-10-19,16.4650
2020-10-20,16.4525
2020-10-21,16.2875
2020-10-22,16.2200
2020-10-23,16.2000
2020-10-26,16.1725
2020-10-27,16.1000
2020-10-28,16.3300
2020-10-29,16.4175
2020-10-30,16.2500
2020-11-02,16.2250
2020-11-03,16.0250
2020-11-04,15.8550
2020-11-05,15.8000
2020-11-06,15.6525
2020-11-09,15.3975
2020-11-10,15.6250
2020-11-11,
2020-11-12,15.5725
2020-11-13,15.5550
2020-11-16,15.3175
2020-11-17,15.4150
2020-11-18,15.4250
2020-11-19,15.4550
2020-11-20,15.2925
2020-11-23,15.4200
2020-11-24,15.2175
2020-11-25,15.2175
2020-11-26,
2020-11-27,
2020-11-30,15.4325
2020-12-01,15.2700
2020-12-02,15.3250
2020-12-03,15.1675
2020-12-04,15.1700
2020-12-07,15.1250
2020-12-08,15.0275
2020-12-09,14.9500
2020-12-10,15.0400
2020-12-11,15.1275
2020-12-14,15.0450
2020-12-15,14.8850
2020-12-16,14.8375
2020-12-17,14.6650
2020-12-18,14.5300
2020-12-21,14.5675
2020-12-22,14.6525
2020-12-23,14.5775
2020-12-24,
2020-12-25,
2020-12-28,14.6200
2020-12-29,14.6800
2020-12-30,14.6050
2020-12-31,14.6500
2021-01-01,
2021-01-04,14.7400
2021-01-05,15.0000
2021-01-06,15.1100
2021-01-07,15.4075
2021-01-08,15.2400
2021-01-11,15.4863
2021-01-12,15.3425
2021-01-13,15.2450
2021-01-14,15.1000
2021-01-15,15.1650
2021-01-18,
2021-01-19,14.9450
2021-01-20,
2021-01-21,14.8925
2021-01-22,15.0625
2021-01-25,15.2150
2021-01-26,15.1050
2021-01-27,15.2050
2021-01-28,15.0825
2021-01-29,15.1375
2021-02-01,15.0300
2021-02-02,14.9700
2021-02-03,14.9300
2021-02-04,15.0500
2021-02-05,14.8825
2021-02-08,14.8675
2021-02-09,14.7600
2021-02-10,14.7200
2021-02-11,14.6300
2021-02-12,14.5200
2021-02-15,
2021-02-16,14.6575
2021-02-17,14.6800
2021-02-18,14.6300
2021-02-19,14.6250
2021-02-22,14.7000
2021-02-23,14.5725
2021-02-24,14.5425
2021-02-25,14.8775
2021-02-26,15.1575
2021-03-01,14.9475
2021-03-02,14.9500
2021-03-03,15.0000
2021-03-04,15.0925
2021-03-05,15.4000
2021-03-08,15.5350
2021-03-09,15.3675
2021-03-10,15.1050
2021-03-11,14.8425
2021-03-12,14.9150
2021-03-15,14.9400
2021-03-16,14.8600
2021-03-17,14.8850
2021-03-18,14.7625
2021-03-19,14.7250
2021-03-22,14.7000
2021-03-23,14.7225
2021-03-24,14.8675
2021-03-25,15.0450
2021-03-26,14.9950
2021-03-29,14.8825
2021-03-30,14.9100
2021-03-31,14.7475
2021-04-01,14.6450
2021-04-02,14.6457
2021-04-05,14.5325
2021-04-06,14.5250
2021-04-07,14.5275
2021-04-08,14.5100
2021-04-09,14.5850
2021-04-12,14.5750
2021-04-13,14.5225
2021-04-14,14.3900
2021-04-15,14.1650
2021-04-16,14.3100
2021-04-19,14.2375
2021-04-20,14.2725
2021-04-21,14.2350
2021-04-22,14.2925
2021-04-23,14.2750
2021-04-26,14.2500
2021-04-27,14.3550
2021-04-28,14.2650
2021-04-29,14.3100
2021-04-30,14.4900
2021-05-03,14.3875
2021-05-04,14.4850
2021-05-05,14.3625
2021-05-06,14.2225
2021-05-07,14.0550
2021-05-10,13.9975
2021-05-11,13.9775
2021-05-12,14.0700
2021-05-13,14.1075
2021-05-14,14.1125
2021-05-17,14.1050
2021-05-18,14.0100
2021-05-19,14.0150
2021-05-20,13.9700
2021-05-21,13.9425
2021-05-24,13.9200
2021-05-25,13.8525
2021-05-26,13.7600
2021-05-27,13.7850
2021-05-28,13.7475
2021-05-31,
2021-06-01,13.7550
2021-06-02,13.5600
2021-06-03,13.6425
2021-06-04,13.4500
2021-06-07,13.5000
2021-06-08,13.5725
2021-06-09,13.6700
2021-06-10,13.6000
2021-06-11,13.7275
2021-06-14,13.7475
2021-06-15,13.8350
2021-06-16,13.6950
2021-06-17,14.1125
2021-06-18,14.2950
2021-06-21,14.2425
2021-06-22,14.3325
2021-06-23,14.1775
2021-06-24,14.2550
2021-06-25,14.0975
2021-06-28,14.2050
2021-06-29,14.3250
2021-06-30,14.2900
2021-07-01,14.4375
2021-07-02,14.2625
2021-07-05,
2021-07-06,14.3675
2021-07-07,14.3425
2021-07-08,14.2875
2021-07-09,14.2575
2021-07-12,14.4000
2021-07-13,14.6050
2021-07-14,14.5525
2021-07-15,14.5475
2021-07-16,14.4000
2021-07-19,14.5125
2021-07-20,14.6275
2021-07-21,14.5750
2021-07-22,14.7275
2021-07-23,14.8175
2021-07-26,14.7850
2021-07-27,14.8050
2021-07-28,14.8150
2021-07-29,14.5500
2021-07-30,14.5850
2021-08-02,14.4025
2021-08-03,14.3050
2021-08-04,14.3875
2021-08-05,14.3600
2021-08-06,14.6250
2021-08-09,14.7350
2021-08-10,14.7975
2021-08-11,14.6575
2021-08-12,14.7750
2021-08-13,14.7200
2021-08-16,14.7825
2021-08-17,14.8700
2021-08-18,14.9325
2021-08-19,15.1350
2021-08-20,15.3325
2021-08-23,15.1875
2021-08-24,15.0325
2021-08-25,14.9650
2021-08-26,14.9000
2021-08-27,14.7225
2021-08-30,14.6375
2021-08-31,14.5075
2021-09-01,14.3850
2021-09-02,14.4625
2021-09-03,14.2750
2021-09-06,
2021-09-07,14.3100
2021-09-08,14.2450
2021-09-09,14.1300
2021-09-10,14.1750
2021-09-13,14.1325
2021-09-14,14.2700
2021-09-15,14.4650
2021-09-16,14.5825
2021-09-17,14.7375
2021-09-20,14.7950
2021-09-21,14.8225
2021-09-22,14.7150
2021-09-23,14.7450
2021-09-24,14.9425
2021-09-27,14.9275
2021-09-28,15.0950
2021-09-29,15.1600
2021-09-30,15.0450
2021-10-01,14.8650
2021-10-04,15.0025
2021-10-05,14.9750
2021-10-06,15.0550
2021-10-07,14.8700
2021-10-08,14.9350
2021-10-11,
2021-10-12,14.9475
2021-10-13,14.8050
2021-10-14,14.7825
2021-10-15,14.6400
2021-10-18,14.6650
2021-10-19,14.5200
2021-10-20,14.4325
2021-10-21,14.5800
2021-10-22,14.8050
2021-10-25,14.7075
2021-10-26,14.8550
2021-10-27,15.0375
2021-10-28,15.1075
2021-10-29,15.2575
2021-11-01,15.3875
2021-11-02,15.4175
2021-11-03,15.4375
2021-11-04,15.2000
2021-11-05,15.0975
2021-11-08,14.9050
2021-11-09,15.0600
2021-11-10,15.3250
2021-11-11,
2021-11-12,15.2950
2021-11-15,15.2400
2021-11-16,15.5250
2021-11-17,15.4975
2021-11-18,15.6225
2021-11-19,15.7075
2021-11-22,15.7775
2021-11-23,15.8300
2021-11-24,15.8875
2021-11-25,
2021-11-26,16.2250
2021-11-29,16.1925
2021-11-30,15.9950
2021-12-01,15.9050
2021-12-02,15.9050
2021-12-03,16.1225
2021-12-06,15.9050
2021-12-07,15.8950
2021-12-08,15.7050
2021-12-09,15.9550
2021-12-10,15.9800
2021-12-13,16.0000
2021-12-14,16.1300
2021-12-15,16.1864
2021-12-16,15.9625
2021-12-17,15.8475
2021-12-20,15.7700
2021-12-21,15.8700
2021-12-22,15.8150
2021-12-23,15.6275
2021-12-24,
2021-12-27,15.5225
2021-12-28,15.7300
2021-12-29,15.9600
2021-12-30,15.9300
2021-12-31,
2022-01-03,15.8325
2022-01-04,16.0000
2022-01-05,15.7650
2022-01-06,15.7075
2022-01-07,15.5700
2022-01-10,15.7000
2022-01-11,15.5125
2022-01-12,15.3325
2022-01-13,15.3775
2022-01-14,15.3800
2022-01-17,
2022-01-18,15.4675
2022-01-19,15.2900
2022-01-20,15.1050
2022-01-21,15.0700
2022-01-24,15.3500
2022-01-25,15.2775
2022-01-26,15.1925
2022-01-27,15.4600
2022-01-28,15.6275
2022-01-31,15.3975
2022-02-01,15.2800
2022-02-02,15.3850
2022-02-03,15.2800
2022-02-04,15.4700
2022-02-07,15.5125
2022-02-08,15.3500
2022-02-09,15.2325
2022-02-10,15.0275
2022-02-11,15.0825
2022-02-14,15.1075
2022-02-15,15.0750
2022-02-16,15.0600
2022-02-17,14.9700
2022-02-18,15.1175
2022-02-21,
2022-02-22,15.0450
2022-02-23,15.0975
2022-02-24,15.4300
2022-02-25,15.2025
2022-02-28,15.3975
2022-03-01,15.4150
2022-03-02,15.2900
2022-03-03,15.2150
2022-03-04,15.4000
2022-03-07,15.3525
2022-03-08,15.3025
2022-03-09,14.9975
2022-03-10,15.0400
2022-03-11,15.0600
2022-03-14,15.0600
2022-03-15,15.1025
2022-03-16,15.0100
2022-03-17,14.8750
2022-03-18,14.9950
2022-03-21,14.8975
2022-03-22,14.8450
2022-03-23,14.7525
2022-03-24,14.5375
2022-03-25,14.5800
2022-03-28,14.7000
2022-03-29,14.5550
2022-03-30,14.4775
2022-03-31,14.6150
2022-04-01,14.6575
2022-04-04,14.5750
2022-04-05,14.6475
2022-04-06,14.6425
2022-04-07,14.7975
2022-04-08,14.6475
2022-04-11,14.6025
2022-04-12,14.4900
2022-04-13,14.5350
2022-04-14,14.6525
2022-04-15,14.6150
2022-04-18,14.6975
2022-04-19,14.9350
2022-04-20,15.0575
2022-04-21,15.3900
2022-04-22,15.5750
2022-04-25,15.7550
2022-04-26,15.8300
2022-04-27,15.9500
2022-04-28,16.0625
2022-04-29,15.7675
2022-05-02,16.0250
2022-05-03,15.8075
2022-05-04,15.7875
2022-05-05,16.0400
2022-05-06,15.9925
2022-05-09,16.1625
2022-05-10,16.1700
2022-05-11,16.0475
2022-05-12,16.1325
2022-05-13,16.1575
2022-05-16,16.1900
2022-05-17,15.9275
2022-05-18,15.9850
2022-05-19,15.8350
2022-05-20,15.8475
2022-05-23,15.7325
2022-05-24,15.6600
2022-05-25,15.7275
2022-05-26,15.7575
2022-05-27,15.5875
2022-05-30,
2022-05-31,15.5925
2022-06-01,15.6200
2022-06-02,15.4775
2022-06-03,15.5600
2022-06-06,15.4100
2022-06-07,15.3525
2022-06-08,15.2625
2022-06-09,15.4100
2022-06-10,15.8334
2022-06-13,16.0650
2022-06-14,16.0500
2022-06-15,16.0225
2022-06-16,16.0225
2022-06-17,16.0325
2022-06-20,
2022-06-21,15.8625
2022-06-22,15.8925
2022-06-23,15.9722
2022-06-24,15.8291
2022-06-27,15.8375
2022-06-28,16.0150
2022-06-29,16.2650
2022-06-30,16.3100
2022-07-01,16.4075
2022-07-04,
2022-07-05,16.5575
2022-07-06,16.8200
2022-07-07,16.7475
2022-07-08,16.8550
2022-07-11,17.0175
2022-07-12,16.9625
2022-07-13,16.9125
2022-07-14,17.1450
2022-07-15,17.0825
2022-07-18,17.0725
2022-07-19,17.0533
2022-07-20,17.1025
2022-07-21,17.0675
2022-07-22,16.8300
2022-07-25,16.7925
2022-07-26,16.9525
2022-07-27,16.8200
2022-07-28,16.5550
2022-07-29,16.6175
2022-08-01,16.4525
2022-08-02,16.6575
2022-08-03,16.7825
2022-08-04,16.6750
2022-08-05,16.7925
2022-08-08,16.6361
2022-08-09,16.5875
2022-08-10,16.1725
2022-08-11,16.2146
2022-08-12,16.2325
2022-08-15,16.3950
2022-08-16,16.4025
2022-08-17,16.6700
2022-08-18,16.8400
2022-08-19,17.0175
2022-08-22,17.0075
2022-08-23,16.9525
2022-08-24,16.9225
2022-08-25,16.7825
2022-08-26,16.8050
2022-08-29,16.8250
2022-08-30,16.9475
2022-08-31,17.0350
2022-09-01,17.2825
2022-09-02,17.2125
2022-09-05,
2022-09-06,17.2575
2022-09-07,17.3300
2022-09-08,17.4825
2022-09-09,17.2625
2022-09-12,17.1200
2022-09-13,17.3875
2022-09-14,17.4525
2022-09-15,17.5550
2022-09-16,17.6525
2022-09-19,17.7175
2022-09-20,17.6975
2022-09-21,17.6933
2022-09-22,17.5810
2022-09-23,17.9175
2022-09-26,18.0827
2022-09-27,17.9675
2022-09-28,17.8625
2022-09-29,17.9750
2022-09-30,18.0750
2022-10-03,17.8750
2022-10-04,17.6200
2022-10-05,17.8225
2022-10-06,17.9325
2022-10-07,18.0800
2022-10-10,
2022-10-11,18.0250
2022-10-12,18.2800
2022-10-13,18.2575
2022-10-14,18.2950
2022-10-17,18.0000
2022-10-18,18.1575
2022-10-19,18.2800
2022-10-20,18.2075
2022-10-21,18.1200
2022-10-24,18.3975
2022-10-25,18.2025
2022-10-26,17.9490
2022-10-27,17.9075
2022-10-28,18.1761
2022-10-31,18.3775
2022-11-01,18.2425
2022-11-02,18.1900
2022-11-03,18.4050
2022-11-04,17.9850
2022-11-07,17.7450
2022-11-08,17.6525
2022-11-09,17.7150
2022-11-10,17.4325
2022-11-11,
2022-11-14,17.3425
2022-11-15,17.2548
2022-11-16,17.2425
2022-11-17,17.3975
2022-11-18,17.2300
2022-11-21,17.3300
2022-11-22,17.2675
2022-11-23,17.0225
2022-11-24,
2022-11-25,17.1050
2022-11-28,17.1075
2022-11-29,16.9850
2022-11-30,16.9550
2022-12-01,17.6389
2022-12-02,17.4425
2022-12-05,17.4672
2022-12-06,17.3400
2022-12-07,17.1575
2022-12-08,17.1444
2022-12-09,17.3400
2022-12-12,17.5725
2022-12-13,17.2550
2022-12-14,17.1625
2022-12-15,17.4775
2022-12-16,17.6775
2022-12-19,17.2925
2022-12-20,17.3200
2022-12-21,17.1750
2022-12-22,17.1425
2022-12-23,16.9725
2022-12-26,
2022-12-27,17.3030
2022-12-28,17.1150
2022-12-29,16.8900
2022-12-30,16.9950
2023-01-02,
2023-01-03,17.0150
2023-01-04,16.8700
2023-01-05,17.2250
2023-01-06,17.1875
2023-01-09,16.8875
2023-01-10,17.0350
2023-01-11,16.9200
2023-01-12,16.8278
2023-01-13,16.8200
2023-01-16,
2023-01-17,17.0775
2023-01-18,17.0250
2023-01-19,17.3325
2023-01-20,17.1525
2023-01-23,17.1775
2023-01-24,17.2000
2023-01-25,17.1625
2023-01-26,17.2275
2023-01-27,17.1850
2023-01-30,17.3550
2023-01-31,17.4275
2023-02-01,17.1650
2023-02-02,17.0975
2023-02-03,17.4750
2023-02-06,17.6650
2023-02-07,17.5925
2023-02-08,17.7500
2023-02-09,17.7050
2023-02-10,17.9325
2023-02-13,17.8500
2023-02-14,17.9075
2023-02-15,18.0600
2023-02-16,18.1350
2023-02-17,18.0250
2023-02-20,
2023-02-21,18.2452
2023-02-22,18.1975
2023-02-23,18.2550
2023-02-24,18.4050
2023-02-27,18.4215
2023-02-28,18.3425
2023-03-01,18.1025
2023-03-02,18.2050
2023-03-03,18.1525
2023-03-06,18.2225
2023-03-07,18.5700
2023-03-08,18.5900
2023-03-09,18.5275
2023-03-10,18.2625
2023-03-13,18.1800
2023-03-14,18.1775
2023-03-15,18.4175
2023-03-16,18.3575
2023-03-17,18.4300
2023-03-20,18.5300
2023-03-21,18.5750
2023-03-22,18.3200
2023-03-23,18.0375
2023-03-24,18.1575
2023-03-27,18.3375
2023-03-28,18.1450
2023-03-29,18.0875
2023-03-30,17.8525
2023-03-31,17.7300
2023-04-03,17.8000
2023-04-04,17.9325
2023-04-05,18.0000
2023-04-06,18.2250
2023-04-07,18.2000
2023-04-10,18.5275
2023-04-11,18.3800
2023-04-12,18.3650
2023-04-13,18.0625
2023-04-14,18.1275
2023-04-17,18.3073
2023-04-18,18.1914
2023-04-19,18.1437
2023-04-20,18.0333
2023-04-21,18.0847
2023-04-24,18.1605
2023-04-25,18.3710
2023-04-26,18.3729
2023-04-27,18.2757
2023-04-28,18.2909
2023-05-01,18.3728
2023-05-02,18.4605
2023-05-03,18.2538
2023-05-04,18.3130
2023-05-05,18.4017
2023-05-08,18.3061
2023-05-09,18.5963
2023-05-10,18.8769
2023-05-11,19.1673
2023-05-12,19.3267
2023-05-15,19.0346
2023-05-16,19.0723
2023-05-17,19.2699
2023-05-18,19.3549
2023-05-19,19.4128
2023-05-22,19.2376
2023-05-23,19.1925
2023-05-24,19.2327
2023-05-25,19.7324
2023-05-26,19.6087
2023-05-29,
2023-05-30,19.7067
2023-05-31,19.7787
2023-06-01,19.5935
2023-06-02,19.5208
2023-06-05,19.2904
2023-06-06,19.2337
2023-06-07,19.0903
2023-06-08,18.8495
2023-06-09,18.7179
2023-06-12,18.5684
2023-06-13,18.5533
2023-06-14,18.3143
2023-06-15,18.2473
2023-06-16,18.2033
2023-06-19,
2023-06-20,18.3773
2023-06-21,18.3869
2023-06-22,18.5076
2023-06-23,18.7525
2023-06-26,18.6602
2023-06-27,18.5002
2023-06-28,18.6787
2023-06-29,18.7508
2023-06-30,18.8444
2023-07-03,18.7457
2023-07-04,
2023-07-05,18.7655
2023-07-06,19.1055
2023-07-07,18.8248
2023-07-10,18.8343
2023-07-11,18.5550
2023-07-12,18.1690
2023-07-13,17.9797
2023-07-14,18.0929
2023-07-17,18.0349
2023-07-18,17.8501
2023-07-19,17.9255
2023-07-20,17.9679
2023-07-21,17.9457
2023-07-24,17.7303
2023-07-25,17.6044
2023-07-26,17.6525
2023-07-27,17.6208
2023-07-28,17.5949
2023-07-31,17.8081
2023-08-01,18.2365
2023-08-02,18.5437
2023-08-03,18.7496
2023-08-04,18.3939
2023-08-07,18.7199
2023-08-08,18.9689
2023-08-09,18.9966
2023-08-10,18.7229
2023-08-11,18.9245
2023-08-14,19.0342
2023-08-15,19.1134
2023-08-16,19.0909
2023-08-17,19.1056
2023-08-18,18.9565
2023-08-21,18.9960
2023-08-22,18.7985
2023-08-23,18.4723
2023-08-24,18.7636
2023-08-25,18.6738
2023-08-28,18.5492
2023-08-29,18.4873
2023-08-30,18.6027
2023-08-31,18.9061
2023-09-01,18.8117
2023-09-04,
2023-09-05,19.1981
2023-09-06,19.2140
2023-09-07,19.1641
2023-09-08,19.1190
2023-09-11,18.8656
2023-09-12,18.9208
2023-09-13,18.7823
2023-09-14,18.9677
2023-09-15,19.0578
2023-09-18,19.0025
2023-09-19,18.9353
2023-09-20,18.7502
2023-09-21,18.8952
2023-09-22,18.7435
2023-09-25,18.7869
2023-09-26,19.0449
2023-09-27,19.1989
2023-09-28,18.9731
2023-09-29,18.8828
2023-10-02,19.1882
2023-10-03,19.3624
2023-10-04,19.3111
2023-10-05,19.5380
2023-10-06,19.2886
2023-10-09,
2023-10-10,19.0291
2023-10-11,18.8249
2023-10-12,18.9178
2023-10-13,18.9936
2023-10-16,18.7791
2023-10-17,18.7447
2023-10-18,19.0484
2023-10-19,19.0327
2023-10-20,18.9511
2023-10-23,18.9059
2023-10-24,19.0450
2023-10-25,19.0736
2023-10-26,18.9799
2023-10-27,18.8069
2023-10-30,18.7864
2023-10-31,18.7424
2023-11-01,18.6407
2023-11-02,18.4556
2023-11-03,18.2306
2023-11-06,18.2875
2023-11-07,18.3615
2023-11-08,18.4436
2023-11-09,18.5520
2023-11-10,
2023-11-13,18.7147
2023-11-14,18.3159
2023-11-15,18.2185
2023-11-16,18.4075
2023-11-17,18.3771
2023-11-20,18.3465
2023-11-21,18.5585
2023-11-22,18.8446
2023-11-23,
2023-11-24,18.8548
2023-11-27,18.7252
2023-11-28,18.6077
2023-11-29,18.6600
2023-11-30,18.8698
2023-12-01,18.6297
2023-12-04,18.8367
2023-12-05,18.9994
2023-12-06,18.8885
2023-12-07,18.7601
2023-12-08,18.9776
2023-12-11,19.1039
2023-12-12,19.0167
2023-12-13,19.0511
2023-12-14,18.2946
2023-12-15,18.2575
2023-12-18,18.6169
2023-12-19,18.3354
2023-12-20,18.2537
2023-12-21,18.3904
2023-12-22,18.4731
2023-12-25,
2023-12-26,18.6438
2023-12-27,18.3597
2023-12-28,18.5040
2023-12-29,18.2622
2024-01-01,
2024-01-02,18.5446
2024-01-03,18.7338
2024-01-04,18.7012
2024-01-05,18.6733
2024-01-08,18.5699
2024-01-09,18.6455
2024-01-10,18.6675
2024-01-11,18.6977
2024-01-12,18.6225
2024-01-15,
2024-01-16,18.9341
2024-01-17,19.0998
2024-01-18,18.9243
2024-01-19,19.0253
2024-01-22,19.1866
